Region;Variables;Inti;2000-01;2000-02;2000-03;2000-04;2000-05;2000-06;2000-07;2000-08;2000-09;2000-10;2000-11;2000-12;2001-01;2001-02;2001-03;2001-04;2001-05;2001-06;2001-07;2001-08;2001-09;2001-10;2001-11;2001-12;2002-01;2002-02;2002-03;2002-04;2002-05;2002-06;2002-07;2002-08;2002-09;2002-10;2002-11;2002-12;2003-01;2003-02;2003-03;2003-04;2003-05;2003-06;2003-07;2003-08;2003-09;2003-10;2003-11;2003-12;2004-01;2004-02;2004-03;2004-04;2004-05;2004-06;2004-07;2004-08;2004-09;2004-10;2004-11;2004-12;2005-01;2005-02;2005-03;2005-04;2005-05;2005-06;2005-07;2005-08;2005-09;2005-10;2005-11;2005-12;2006-01;2006-02;2006-03;2006-04;2006-05;2006-06;2006-07;2006-08;2006-09;2006-10;2006-11;2006-12;2007-01;2007-02;2007-03;2007-04;2007-05;2007-06;2007-07;2007-08;2007-09;2007-10;2007-11;2007-12;2008-01;2008-02;2008-03;2008-04;2008-05;2008-06;2008-07;2008-08;2008-09;2008-10;2008-11;2008-12;2009-01;2009-02;2009-03;2009-04;2009-05;2009-06;2009-07;2009-08;2009-09;2009-10;2009-11;2009-12;2010-01;2010-02;2010-03;2010-04;2010-05;2010-06;2010-07;2010-08;2010-09;2010-10;2010-11;2010-12;2011-01;2011-02;2011-03;2011-04;2011-05;2011-06;2011-07;2011-08;2011-09;2011-10;2011-11;2011-12;2012-01;2012-02;2012-03;2012-04;2012-05;2012-06;2012-07;2012-08;2012-09;2012-10;2012-11;2012-12;2013-01;2013-02;2013-03;2013-04;2013-05;2013-06;2013-07;2013-08;2013-09;2013-10;2013-11;2013-12;2014-01;2014-02;2014-03;2014-04;2014-05;2014-06;2014-07;2014-08;2014-09;2014-10;2014-11;2014-12;2015-01;2015-02;2015-03;2015-04;2015-05;2015-06;2015-07;2015-08;2015-09;2015-10;2015-11;2015-12;2016-01;2016-02;2016-03;2016-04;2016-05;2016-06;2016-07;2016-08;2016-09;2016-10;2016-11;2016-12;2017-01;2017-02;2017-03;2017-04;2017-05;2017-06;2017-07;2017-08;2017-09;2017-10;2017-11;2017-12;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02
Fran;PP;Produits p?troliers;67,15;68,03;69,96;68,89;69,72;71,69;72,37;72,2;77,46;74,69;75;72,86;67,18;68,02;67,67;68,86;71,31;71,2;68,98;67,13;68,09;66,63;64,61;62,62;62,63;62,66;63,65;66,27;66,18;64,89;64,23;65,84;67,45;68,39;66,88;67,01;69,61;72,07;73,95;68,96;65,31;64,65;65;65,9;66,2;66,25;66,87;66,71;67,9;67,49;69,64;70,44;73,82;72,6;72,77;75,34;75,58;79,43;79,53;77,78;75,47;77,49;80,76;83,03;81,19;83,62;86,85;88,66;93,06;93,26;88,39;86,44;88,88;89,36;90,04;92,34;94,35;93,29;94,55;95,06;90,86;86,55;85,79;85,93;84,9;85,26;87,55;89,94;91,61;92,37;92,96;91,9;92,67;93,73;100,1;100,92;101,44;100,47;104,87;106,59;112,44;118,66;118,93;111,91;110,41;103,76;94,41;85,67;82,47;83,38;80,49;82,71;83,04;87,65;86,21;88,72;87,11;86,71;89,6;89,04;92,98;92,98;96,32;98,79;100,2;99,11;97,88;97,08;97,31;98,91;100,54;103,78;108,72;110,6;115,12;116,19;113,72;112,8;112,16;112,19;113,61;113,76;116,07;115,93;119,42;121,4;123,84;124,05;120,84;116,62;115,89;122,13;121,45;119,86;117,47;117,06;118,58;121,66;121,21;119,14;115,35;115,47;115,95;116,67;118,33;114,84;113,47;114,99;114,76;114,96;113,99;113,61;113,66;113,99;114,18;112,82;112,55;110,63;107,62;102,6;96,43;101,18;104,11;104,29;106,55;105,65;103,65;98,55;96,37;95,66;94,81;92,75;89,31;88,11;90,39;91,66;95,52;99,43;96,89;93,81;95,18;97,57;98,76;99,88;107,35;107,47;105,73;105,46;103,11;100,92;99,43;101,03;103,2;104,79;107,35;108,02;115,92;115,19;114,5;116,92;121,08;122,36;121,24;121,5;123,37;126,6;123,13;118,43;116,29;119,17;121,5;123,61;125,08;120,65;120,06;119,15;120,23;120,9;120,88;122,58;123,74;118,32;110,51;102,44;98,64;102,56;104,71;104;102,49;102,18;102,43;105,68;109,21;112,97
Fran;S;Services;73,38;73,56;73,57;73,57;73,64;73,8;74,2;74,15;73,97;73,92;73,9;74,01;74,11;74,25;74,2;74,52;74,57;74,68;75,21;75,29;75,13;75,24;75,18;75,39;75,78;76,04;76,19;76,51;76,63;76,8;77,66;77,8;77,54;77,6;77,8;77,93;78,17;78,36;78,5;78,67;78,8;79,01;79,5;79,59;79,53;79,61;79,62;79,82;80,12;80,43;80,47;80,61;80,79;80,93;81,75;81,83;81,58;81,61;81,63;81,94;82,05;82,65;82,71;82,8;83,04;83,14;83,83;84,03;83,72;83,59;83,6;83,97;84,08;84,5;84,55;84,7;84,97;85,13;85,96;86,13;85,57;85,75;85,8;86,19;86,39;86,74;86,74;87,04;87,13;87,24;88,03;88,25;87,73;87,88;87,93;88,28;88,38;88,69;88,88;89,19;89,25;89,35;90,11;90,37;89,63;90,01;89,95;90,32;90,58;91,08;91,02;91,34;91,49;91,59;92,23;92,34;91,57;91,76;91,61;92,05;92,01;92,5;92,56;92,63;92,63;92,77;93,42;93,59;92,84;93,07;92,94;93,32;93,23;93,94;94,14;94,23;94,29;94,44;95,23;95,31;94,22;94,33;94,48;94,97;94,98;95,43;95,59;95,78;95,7;96;96,97;97,17;95,71;95,77;95,54;96,17;96,15;96,39;96,73;96,56;96,76;96,97;98,04;98,24;97,05;97,13;97,02;97,54;97,8;98,23;98,5;98,49;98,51;98,75;99,84;100,11;98,55;98,63;98,53;99,13;99,08;99,52;99,57;99,71;99,79;100,05;101,22;101,43;99,81;99,87;99,68;100,27;100,13;100,31;100,43;100,67;100,79;101,07;102,06;102,2;101,02;100,9;100,72;101,16;101,08;101,39;101,51;101,7;101,75;102,02;103,09;103,41;102,1;101,91;101,79;102,24;102,4;102,54;102,99;103,13;103,28;103,22;104,41;104,76;103,18;103,13;102,83;103,19;103,39;103,42;103,59;104,11;103,89;104,41;105,5;105,88;104,45;104,36;104,17;104,65;104,69;104,9;104,7;104,68;105,17;105,51;106,47;106,79;105,14;104,77;104,89;105,43;105,54;105,73
Fran;LE;Loyers et services rattach?s;70,72;70,85;71,06;71,09;71,16;71,22;71,27;71,37;71,46;71,44;71,48;71,51;71,16;71,23;71,28;71,34;71,37;71,42;71,48;71,71;71,8;72;72,08;72,17;72,34;72,53;72,75;73,02;73,15;73,25;73,35;73,53;73,71;73,91;74,01;74,32;74,44;74,59;74,78;75,02;75,22;75,29;75,35;75,49;75,64;75,82;75,94;76,26;76,36;76,59;76,8;77;77,14;77,25;77,47;77,7;77,89;78,2;78,44;78,95;79,15;79,36;79,59;79,89;80,07;80,23;80,33;80,68;80,92;81;81,27;81,65;81,99;82,29;82,58;83,08;82,89;83,02;83,07;83,32;83,53;84,16;84,31;84,76;85,02;85,3;85,59;85,91;85,73;85,87;85,93;86,2;86,42;87,06;87,25;87,67;87,62;87,8;87,99;88,08;87,7;87,83;87,83;88;88,18;89,3;89,42;89,83;89,84;90,12;90,36;90,67;90,19;90,37;90,56;90,72;90,92;91,57;91,64;92,01;92,09;92,2;92,4;92,49;91,91;91,98;92;92,13;92,29;92,92;93,01;93,37;93,44;93,65;93,82;93,87;93,59;93,76;93,83;93,91;94;94,65;94,73;94,99;95,24;95,54;95,77;96,03;95,53;95,61;95,65;95,74;95,83;96,58;96,75;96,98;97,03;97,52;97,73;97,77;97,18;97,22;97,38;97,46;97,53;98,21;98,23;98,39;98,73;99,13;99,19;99,22;98,61;98,65;98,76;98,82;98,87;99,61;99,68;99,83;99,9;100,07;100,09;100,18;99,56;99,63;99,64;99,75;99,78;100,44;100,44;100,53;100,53;100,63;100,6;100,58;100,64;100,59;100,59;100,65;100,68;100,68;100,74;100,89;100,87;100,99;101,12;101,18;101,12;101,06;101,06;101,07;101,07;101,15;101,23;101,36;101,47;101,65;101,67;101,68;101,77;100,79;100,76;100,7;100,74;100,84;100,88;100,99;101,02;101,42;101,42;101,53;101,52;101,47;101,48;101,53;101,51;101,58;101,67;101,81;101,85;101,86;101,89;101,87;101,75;101,69;101,68;101,7;101,75;101,83;101,98;102,03;102,1;102,67
Fran;SS;Services de sant?;82,09;82,1;82,07;82,22;82,48;82,64;82,74;82,42;82,24;82,23;82,16;82,46;82,53;82,27;82,11;82,13;82,14;82,06;81,93;81,68;81,29;81,59;81,38;81,09;81,76;82,44;83,1;83,27;83,62;84,01;85,79;85,94;85,34;85,75;87,27;87,46;87,71;87,29;87,76;87,81;87,86;87,98;87,87;87,38;87,1;87,91;88,24;88,36;88,1;88,26;88,34;88,44;88,54;88,58;88,82;88,32;88,13;88,58;88,77;88,99;88,81;89,01;88,95;89,41;89,63;89,62;89,75;89,34;89,2;89,38;89,54;90,03;89,86;89,91;90,03;90,07;91,67;92,12;92,28;92,54;92,39;92,67;92,98;93,22;93,15;93,12;93,32;93,38;93,43;93,44;94,11;94,14;94;94,4;94,71;94,86;94,86;94,9;94,9;95,11;95,13;95,23;95,43;95,59;94,64;95,36;95,44;95,63;95,58;95,52;95,53;95,88;96,1;96,12;96,48;96,11;95,65;96,16;96,29;96,51;96,38;96,49;96,53;96,56;96,57;96,65;96,9;96,43;95,73;96,64;96,78;96,88;97,32;97,45;97,69;97,68;97,72;97,75;97,99;97,42;97,21;97,67;97,86;97,85;97,82;97,92;97,94;98,12;98,19;98,4;98,92;98,83;98,43;98,98;99,02;99,14;99,06;99,2;99,24;99,39;99,36;99,47;99,58;98,86;98,81;99,34;99,36;99,45;99,27;99,29;99,39;99,63;99,55;99,72;99,92;99,26;99,17;99,71;99,77;99,95;100,03;100,09;99,89;100,02;100,13;100,17;99,98;99,56;99,64;100,12;99,97;100,4;100,06;100,26;100,26;100,38;100,4;100,35;100,55;99,83;99,94;100,37;100,17;100,21;100,4;100,59;100,66;100,66;101,38;101,94;102,17;101,53;101,77;102,19;102,12;102,43;102,4;102,65;102,65;102,38;102,51;102,49;102,62;102,24;102,48;102,48;102,35;102,03;102,6;102,71;102,46;102,52;102,11;102,31;102,38;102,1;102,14;102,32;102,31;102,61;102,39;102,74;102,74;102,95;102,57;102,78;103,03;102,46;102,46;102,79;102,86;103,11;102,47;102,73
Fran;STC;Services de transports et communications;102,7;102,91;102,92;101;100,74;101,49;102,84;101,73;100,97;100,46;100,72;100,59;100,03;100,09;99,47;100,25;99,93;99,99;102,59;101,94;101,04;101,17;100,99;101,96;100,7;100,84;100,79;101,21;100,57;100,59;103,98;104,08;102,38;102,4;102,59;102,54;102,09;102,45;102,4;102,47;102,48;103,25;105,37;105,88;104,4;103,88;103,51;104,14;103,42;103,74;103,58;104,05;103,82;103,9;106,35;106,32;104,56;104,34;104,03;104,08;103,53;106,2;106,52;105,46;104,5;104,75;106,2;106,9;106,03;104,64;104,36;104,87;103,23;103,37;103,7;102,61;101,54;102,4;104,9;104,31;102,57;102,8;102,85;104,45;103,43;103,66;102,91;103,27;102,73;102,84;105,09;105,03;103,85;103,89;103,83;104,76;103,57;103,49;104,9;105,85;105,63;104,86;107,03;106,68;105,21;105,79;105,44;106,15;106,46;107,15;106,3;107,5;107,65;107,24;108,66;108,66;106,49;107,13;105,97;106,83;106,89;107,52;107,57;107,16;106,5;106,28;107,7;107,93;106,38;106,49;105,57;106,07;105,46;107,31;106,96;107,36;106,35;105,6;106,82;107,22;105,41;105,55;105,26;105,63;103,91;103,53;103,63;104,13;102,26;103,2;104,92;104,79;99,41;99,63;97,19;100,04;97,36;95,72;96,46;96,08;96,71;97,04;99,76;99,8;98,05;98,97;97,72;99,92;97,99;98,23;97,68;99,03;98,01;98,81;101,38;101,98;98,01;98,41;97,65;99,71;98,36;99,19;98,64;100,22;99,61;100,34;104,06;103,55;98,84;99,44;97,84;99,92;97,9;98,19;98,25;99,52;99,27;100,09;103,79;103,34;100,08;100,79;99,32;101,61;98,1;99,12;98,58;100,89;98,39;99;103,22;103,04;98,54;99,16;97,72;100,39;97,97;99,04;99;101,52;100,21;99,75;104,51;103,83;97,38;98,57;96,2;99,08;96,52;97,3;96,98;100,42;97,77;100,06;104,06;104,35;98,22;99,85;98,38;101,55;97,33;99,12;97,19;96,41;98,91;101,68;104,42;102,48;97,18;96,13;96,82;101,04;99,65;100,29
Fran;ASE;Autres services;67,97;68,19;68,15;68,36;68,43;68,54;68,97;69,06;68,88;68,87;68,81;68,94;69,26;69,49;69,5;69,89;69,99;70,16;70,65;70,83;70,74;70,79;70,73;70,96;71,59;71,81;71,87;72,22;72,4;72,56;73,12;73,25;73,13;73,1;73,11;73,2;73,56;73,85;73,93;74,12;74,26;74,45;74,93;75,05;75,16;75,18;75,15;75,26;75,85;76,21;76,23;76,31;76,56;76,74;77,6;77,75;77,57;77,48;77,46;77,76;78;78,47;78,46;78,59;79,03;79,11;79,97;80,16;79,75;79,68;79,62;79,95;80,32;80,88;80,81;81,07;81,42;81,42;82,34;82,59;81,92;81,95;81,91;82,13;82,56;83,02;83,01;83,35;83,62;83,74;84,52;84,82;84,12;84,1;84,07;84,35;84,74;85,2;85,22;85,48;85,73;85,97;86,82;87,22;86,37;86,44;86,37;86,7;87,08;87,71;87,69;87,85;88,17;88,35;89,03;89,24;88,37;88,29;88,21;88,63;88,56;89,21;89,23;89,38;89,66;89,89;90,67;90,95;90,08;90,08;89,98;90,4;90,25;91,01;91,31;91,38;91,72;92,06;93,08;93,23;91,77;91,64;91,89;92,56;92,82;93,53;93,72;93,82;94,15;94,43;95,61;95,97;94,55;94,29;94,3;94,74;95,17;95,67;96,03;95,78;96,16;96,42;97,62;98,06;96,42;96,12;96,14;96,55;97,25;97,79;98,28;97,99;98,36;98,58;99,83;100,28;98,43;98,21;98,14;98,69;98,8;99,33;99,53;99,43;99,82;100,08;101,38;101,86;100,02;99,75;99,74;100,25;100,45;100,62;100,82;100,97;101,18;101,52;102,44;102,89;101,51;101,09;101,07;101,35;101,8;102,06;102,3;102,19;102,6;102,82;103,79;104,48;103,07;102,54;102,59;102,76;103,42;103,37;104,1;103,95;104,38;104,62;105,72;106,52;104,99;104,67;104,61;104,73;105,39;105,17;105,57;105,77;105,96;106,38;107,45;108,06;106,79;106,31;106,24;106,37;107,21;107,16;107,16;107,23;107,7;107,75;108,79;109,76;107,98;107,47;107,49;107,57;108,11;108,09
Fran;ACT;Alimentation y compris tabac;71,73;71,96;71,94;72,46;72,74;72,76;72,61;72,54;72,69;72,92;73,36;73,44;74,15;74,46;75,25;75,94;77,11;77,15;77,23;76,6;76,71;76,95;76,79;77,04;78,92;78,68;78,68;78,8;79,04;79,01;78,59;78,21;78,3;78,48;78,5;78,6;80,03;80,49;80,8;81,05;81,02;81,61;81,34;81,24;81,8;82,16;83,08;82,86;84,08;83,88;84,35;84,69;84,9;85,24;84,48;83,35;83,45;83,44;83,58;83,75;83,75;84,16;84,82;84,56;84,87;84,69;84,13;83,59;83,63;83,76;84,02;84,31;84,65;85,02;85,11;85,27;85,79;85,8;85,61;85,25;85,54;85,29;85,78;85,64;85,88;85,56;85,5;86,13;86,5;86,81;86,25;86,57;87,05;87,45;87,99;88,5;89,65;89,79;90,13;90,7;91,51;91,66;91,72;90,72;90,8;91,2;91,05;91,09;91,6;91,63;91,49;91,57;91,84;91,37;90,78;90,18;90,56;90,92;91,33;91,34;92,15;92,21;92,51;92,83;93,05;92,92;92,45;91,69;91,7;91,78;92,56;92,83;92,7;92,94;93,66;93,79;94,65;94,87;94,73;94,6;94,77;95,35;95,89;96,13;96,19;96,68;97,31;97,3;97,8;98,15;97,62;97,18;97,36;98,82;98,81;98,8;98,74;98,82;99,24;99,53;100,09;100,48;100,08;99,84;99,42;99,34;99,41;99,52;99,65;99,68;99,86;99,73;100,03;99,83;99,35;98,86;99,25;99,59;99,56;99,51;99,58;99,74;99,97;99,98;100,4;100,17;99,69;99,6;100,05;100,5;100,3;100,03;99,94;99,9;100,31;100,32;101,26;100,69;100,79;100,95;100,48;100,43;100,56;100,68;101,09;101,42;101,35;101,28;101,93;101,65;101,7;101,75;101,69;102,07;102,35;102,51;102,76;102,62;104,4;104,47;105,24;105,07;105,24;105,51;106,05;105,91;105,73;106,25;106,84;107;107,64;107,7;108,4;108,51;109,05;109,5;109,02;108,58;109,43;109,99;110,4;110,35;111,13;112,94;113,48;112,74;111,79;112,02;111,52;111,68;112,98;112,58;113,01;112,81
Fran;PME;Produits manufactur?s y compris ?nergie;91,23;91,12;92,24;91,91;92,13;92,52;91,65;92,2;93,59;93,25;93,51;93,2;91,55;91,82;92,48;92,78;93,49;93,46;92,15;92,44;93,04;92,91;92,41;92,25;91,69;91,74;92,6;93,05;93,06;92,81;91,85;92,46;93,23;93,42;93,14;93,29;92,58;93,81;94,44;93,66;93,2;93;92,22;92,78;93,51;93,74;93,44;93,57;92,42;93,19;93,88;94,15;94,72;94,43;93,26;94,38;94,91;95,56;95,57;95,31;93,82;94,38;95,49;95,97;95,66;95,91;95;96,01;97,32;97,37;96,7;96,37;95,81;96,03;96,64;97,39;97,86;97,64;96,32;97,12;97,09;96,46;96,42;96,56;95,33;95,56;96,66;97,15;97,48;97,5;96,18;96,75;97,39;97,62;98,67;98,92;97,9;97,98;99,48;99,69;100,56;101,31;99,78;99,88;100,57;99,75;98,67;97,61;95,98;96,36;96,97;96,95;97,03;97,46;95,85;97,33;97,44;97,28;97,58;97,71;96,68;97,58;98,62;99,07;99,22;99,09;97,75;98,54;99,24;99,29;99,36;99,9;99,44;99,69;101,23;101,94;101,59;101,5;99,43;100,77;101,81;102,04;102,32;102,65;101,66;101,99;103,72;103,84;103,53;103,08;100,96;102,75;103,77;103,47;103,3;103,39;101,92;102,42;103,93;103,58;103,15;103,12;100,95;102,16;103,4;102,97;102,92;103,14;101,01;102,05;102,91;102,88;102,77;102,41;100,17;101,37;102,25;102,04;101,68;101,09;98,11;99,4;101,17;101,29;101,65;101,17;98,48;99,22;100,1;99,96;99,76;99,71;97,12;97,66;99,33;99,25;99,97;100,24;97,69;98,44;99,58;99,65;99,74;99,92;99,06;98,84;100,64;100,7;100,59;100,42;97,87;99,01;100,34;100,57;100,79;100,96;100,3;100,1;101,59;101,96;102,79;102,98;100,98;101,87;103,07;103,42;103,19;102,43;100,48;100,55;102,41;102,74;103,13;103,07;100,69;101,35;102,55;102,53;102,52;102,87;101,29;100,97;101,07;100,23;99,78;99,99;100,3;99,42;100,42;100,53;100,32;100,39;100,44;100,29
Fran;MHH;Manufactur?s hors habillement et chaussures;101,58;101,6;101,77;101,53;101,61;101,66;101,44;101,59;101,72;101,94;101,94;102;101,87;102,07;102,28;102,39;102,62;102,56;102,23;102,61;102,64;102,77;102,55;102,72;102,71;102,83;103,01;103,03;103,21;103,09;102,87;103,14;103,14;103,16;103,02;103,19;102,9;103,36;103,37;103,48;103,55;103,4;103,26;103,37;103,44;103,77;103,48;103,68;103,24;103,7;103,5;103,72;103,74;103,71;103,21;103,52;103,59;103,58;103,55;103,49;102,95;103,34;103,26;103,39;103,29;103,09;102,44;102,78;102,92;102,9;102,84;102,72;102,6;102,95;102,49;102,79;102,84;102,68;102;102,31;102,3;102,11;102,23;102,39;102,09;102,32;102,31;102,54;102,63;102,44;102,02;102,24;102,18;102,2;102,52;102,68;102,28;102,53;102,8;102,68;102,66;102,57;102,01;102,46;102,74;102,65;102,75;102,67;102,18;102,35;102,78;102,66;102,73;102,67;102,07;102,44;102,34;102,16;102,08;102,34;101,87;102,27;102,53;102,29;102,28;102,2;101,86;102,05;102,35;102,1;101,98;102,11;101,69;102,06;102,23;102,33;102,22;102,45;101,74;102,09;102,5;102,4;102,35;102,77;102,5;102,61;102,82;102,9;103;102,96;102,28;102,57;102,82;102,48;102,67;102,76;102,2;102,46;102,64;102,4;102,32;102,2;101,51;101,6;101,77;101,74;101,9;101,84;101,35;101,82;101,53;101,43;101,26;101,04;100,24;100,59;100,83;100,67;100,34;100,31;99,8;100,2;100,33;100,36;100,42;100,29;99,46;99,65;99,94;99,89;99,73;99,94;99,51;99,73;100;99,63;99,61;99,58;98,73;99,02;99,17;99,08;98,96;98,81;98,44;98,47;98,93;98,87;98,91;98,9;98,29;98,54;98,77;98,86;98,73;98,71;98,31;98,26;98,65;98,57;98,72;98,65;97,96;98,26;98,38;98,39;98,43;98,12;97,72;97,51;98,03;97,97;98,08;98,05;97,12;97,4;97,7;97,77;97,71;97,87;97,34;97,47;97,46;97,43;97,67;97,51;97,51;97,26;97,65;97,75;97,61;97,34;97,61;97,41
Fran;EHE;Ensemble hors ?nergie;80,66;80,71;81;81,09;81,2;81,3;81,11;81,28;81,4;81,48;81,57;81,66;81,62;81,81;82,23;82,59;82,93;82,99;82,94;83,05;83,16;83,31;83,17;83,39;83,81;83,91;84,24;84,44;84,6;84,66;84,69;84,8;84,88;84,97;85,04;85,18;85,21;85,72;85,97;86,13;86,2;86,41;86,24;86,41;86,76;86,96;87,09;87,2;87,13;87,56;87,81;88,01;88,16;88,27;88,09;88,15;88,22;88,25;88,28;88,47;88,07;88,55;88,97;89,01;89,19;89,15;88,78;89,05;89,15;89,12;89,16;89,39;89,15;89,49;89,74;89,95;90,21;90,26;90,02;90,3;90,3;90,33;90,49;90,69;90,41;90,58;90,88;91,23;91,39;91,48;91,18;91,63;91,68;91,88;92,09;92,42;92,23;92,49;93,04;93,3;93,5;93,57;93,33;93,58;93,55;93,81;93,78;93,96;93,69;94,05;94,38;94,54;94,69;94,59;94,2;94,59;94,4;94,51;94,5;94,8;94,34;94,95;95,29;95,35;95,39;95,43;95,12;95,37;95,25;95,32;95,36;95,66;95,1;95,5;96,14;96,39;96,57;96,69;96,21;96,73;96,59;96,84;97,02;97,45;96,85;97,2;97,99;98,12;98,21;98,45;97,93;98,32;98,09;98,34;98,28;98,64;97,91;98,1;98,94;98,88;99,1;99,28;98,91;99,29;98,98;99;99;99,3;98,6;99,2;99,75;99,72;99,75;99,71;99,35;99,91;99,52;99,59;99,45;99,77;98,85;99,39;100,02;100,13;100,3;100,26;99,9;100,43;100,09;100,21;100,04;100,38;99,42;99,79;100,48;100,52;100,8;100,75;100,43;100,94;100,62;100,55;100,45;100,69;100,04;100,19;100,94;101,05;101,24;101,34;101,05;101,54;101,28;101,32;101,29;101,58;101,06;101,03;102,22;102,32;102,63;102,56;102,39;102,96;102,63;102,59;102,41;102,65;102,25;102,2;103;103,31;103,37;103,66;103,53;104,05;103,64;103,6;103,64;104,05;103,52;103,69;104,13;104,45;104,79;104,75;105,08;104,95;104,43;104,37;104,58;104,67;104,7;104,49
Fran;EHT;Ensemble hors tabac;80,27;80,37;80,76;80,76;80,93;81,14;81;81,15;81,58;81,48;81,66;81,63;81,2;81,41;81,78;82,19;82,71;82,76;82,58;82,58;82,73;82,79;82,56;82,66;82,91;83,01;83,37;83,7;83,82;83,81;83,8;83,99;84,16;84,29;84,3;84,43;84,44;85,02;85,36;85,23;85,13;85,29;85,2;85,41;85,75;85,81;85,7;85,79;85,63;85,99;86,33;86,57;86,89;86,93;86,77;86,96;87,05;87,29;87,33;87,42;86,92;87,48;88,05;88,21;88,27;88,37;88,23;88,58;88,93;88,92;88,73;88,83;88,74;89,08;89,35;89,73;90,13;90,12;89,96;90,27;90,06;89,86;89,96;90,16;89,84;90,02;90,42;90,87;91,1;91,22;90,97;91,27;91,35;91,58;92,1;92,45;92,34;92,53;93,25;93,57;94,09;94,44;94,22;94,18;94,11;94,06;93,6;93,37;92,97;93,35;93,52;93,67;93,82;93,94;93,51;94,01;93,77;93,86;93,92;94,14;93,89;94,46;94,94;95,2;95,3;95,28;94,99;95,22;95,15;95,28;95,33;95,73;95,49;95,95;96,76;97,1;97,15;97,23;96,78;97,3;97,23;97,42;97,64;98,04;97,68;98,1;98,95;99,07;99,02;99,05;98,59;99,27;99,03;99,08;98,92;99,23;98,7;99;99,77;99,62;99,68;99,84;99,49;99,93;99,7;99,58;99,52;99,87;99,24;99,79;100,25;100,21;100,24;100,19;99,86;100,31;99,92;99,96;99,78;99,86;98,83;99,52;100,18;100,29;100,54;100,45;100,02;100,35;99,95;100,02;99,82;100,04;99,05;99,31;100,04;100,1;100,53;100,65;100,25;100,6;100,36;100,39;100,37;100,67;100,41;100,53;101,16;101,25;101,3;101,31;100,94;101,5;101,34;101,44;101,5;101,78;101,68;101,65;102,45;102,63;103,09;103,1;102,98;103,51;103,29;103,41;103,17;103,18;102,7;102,76;103,46;103,79;103,89;104,15;103,94;104,43;104,07;104,03;103,95;104,41;103,96;103,95;103,87;103,84;104;104,09;104,48;104,37;103,84;103,8;103,9;104,13;104,27;104,28
